,Date.,arb_bayaoas_aguilarpang_00.07,Date.1,arb_camilingriver_mayantoctar_98.07,Date.2,aarb_naganriv_lunaapayao_00.10,Date.3,abrb_sinalangriv_lingsadpenarubia_00.03,Date.4,aarb_abulugriv_lukbancagayan,Date.5,crb_aligapay_quirino_01.09,Date.6,crb_benayriv_dupaxnv_06.10,Date.7,crb_buenavista_cagayanriver_isabela_00.05,Date.8,crb_jones_isabela_00.12,Date.9,Stream.Flow,Date.10,crb_dipantan_nagtipunan_quirino_00.08,Date.11,crb_magatriver_bagabagnuevavis_98.02,NA.,Date.12,crb_pinacuananriv_ilaganisabela_00.10,Date.13,crb_tugue_pinacuananriv_00.09,Date.14,crb_saltanriv_pinukpukkalinga_01.10,Date.15,crb_upi_cagayanriver_isabela_00.05,Date.16,prb_baliwagriv_stodomingonuevacija_00.06,Date.17,prb_arayat_pampriver_00-02,Date.18,prb_coronelriv_bongabonnuevaecija_00.04,NA.1,Date.19,prb_pobsanisidro_pampriver_00-05,Date.20,Stream.Flow1,Date.21,prb_riochico_zaragozanuevacija_00.06,Date.22,Stream.Flow2,mrb_stoninoriver_marikina_00-05
6696,5/1/2016,NA,5/1/2016,NA,5/1/2016,NA,5/1/2016,NA,5/1/2016,NA,5/1/2016,NA,5/1/2016,,5/1/2016,NA,5/1/2016,NA,5/1/2016,NA,5/1/2016,NA,5/1/2016,NA,NA,5/1/2016,NA,5/1/2016,NA,5/1/2016,NA,5/1/2016,NA,5/1/2016,NA,5/1/2016,NA,5/1/2016,NA,NA,5/1/2016,NA,5/1/2016,NA,5/1/2016,NA,5/1/2016,NA,
6697,5/2/2016,NA,5/2/2016,NA,5/2/2016,NA,5/2/2016,NA,5/2/2016,NA,5/2/2016,NA,5/2/2016,,5/2/2016,NA,5/2/2016,NA,5/2/2016,NA,5/2/2016,NA,5/2/2016,NA,NA,5/2/2016,NA,5/2/2016,NA,5/2/2016,NA,5/2/2016,NA,5/2/2016,NA,5/2/2016,NA,5/2/2016,NA,NA,5/2/2016,NA,5/2/2016,NA,5/2/2016,NA,5/2/2016,NA,
6698,5/3/2016,NA,5/3/2016,NA,5/3/2016,NA,5/3/2016,NA,5/3/2016,NA,5/3/2016,NA,5/3/2016,,5/3/2016,NA,5/3/2016,NA,5/3/2016,NA,5/3/2016,NA,5/3/2016,NA,NA,5/3/2016,NA,5/3/2016,NA,5/3/2016,NA,5/3/2016,NA,5/3/2016,NA,5/3/2016,NA,5/3/2016,NA,NA,5/3/2016,NA,5/3/2016,NA,5/3/2016,NA,5/3/2016,NA,
6699,5/4/2016,NA,5/4/2016,NA,5/4/2016,NA,5/4/2016,NA,5/4/2016,NA,5/4/2016,NA,5/4/2016,,5/4/2016,NA,5/4/2016,NA,5/4/2016,NA,5/4/2016,NA,5/4/2016,NA,NA,5/4/2016,NA,5/4/2016,NA,5/4/2016,NA,5/4/2016,NA,5/4/2016,NA,5/4/2016,NA,5/4/2016,NA,NA,5/4/2016,NA,5/4/2016,NA,5/4/2016,NA,5/4/2016,NA,
6700,5/5/2016,NA,5/5/2016,NA,5/5/2016,NA,5/5/2016,NA,5/5/2016,NA,5/5/2016,NA,5/5/2016,,5/5/2016,NA,5/5/2016,NA,5/5/2016,NA,5/5/2016,NA,5/5/2016,NA,NA,5/5/2016,NA,5/5/2016,NA,5/5/2016,NA,5/5/2016,NA,5/5/2016,NA,5/5/2016,NA,5/5/2016,NA,NA,5/5/2016,NA,5/5/2016,NA,5/5/2016,NA,5/5/2016,NA,
6701,5/6/2016,NA,5/6/2016,NA,5/6/2016,NA,5/6/2016,NA,5/6/2016,NA,5/6/2016,NA,5/6/2016,,5/6/2016,NA,5/6/2016,NA,5/6/2016,NA,5/6/2016,NA,5/6/2016,NA,NA,5/6/2016,NA,5/6/2016,NA,5/6/2016,NA,5/6/2016,NA,5/6/2016,NA,5/6/2016,NA,5/6/2016,NA,NA,5/6/2016,NA,5/6/2016,NA,5/6/2016,NA,5/6/2016,NA,
6702,5/7/2016,NA,5/7/2016,NA,5/7/2016,NA,5/7/2016,NA,5/7/2016,NA,5/7/2016,NA,5/7/2016,,5/7/2016,NA,5/7/2016,NA,5/7/2016,NA,5/7/2016,NA,5/7/2016,NA,NA,5/7/2016,NA,5/7/2016,NA,5/7/2016,NA,5/7/2016,NA,5/7/2016,NA,5/7/2016,NA,5/7/2016,NA,NA,5/7/2016,NA,5/7/2016,NA,5/7/2016,NA,5/7/2016,NA,
6703,5/8/2016,NA,5/8/2016,NA,5/8/2016,NA,5/8/2016,NA,5/8/2016,NA,5/8/2016,NA,5/8/2016,,5/8/2016,NA,5/8/2016,NA,5/8/2016,NA,5/8/2016,NA,5/8/2016,NA,NA,5/8/2016,NA,5/8/2016,NA,5/8/2016,NA,5/8/2016,NA,5/8/2016,NA,5/8/2016,NA,5/8/2016,NA,NA,5/8/2016,NA,5/8/2016,NA,5/8/2016,NA,5/8/2016,NA,
6704,5/9/2016,NA,5/9/2016,NA,5/9/2016,NA,5/9/2016,NA,5/9/2016,NA,5/9/2016,NA,5/9/2016,,5/9/2016,NA,5/9/2016,NA,5/9/2016,NA,5/9/2016,NA,5/9/2016,NA,NA,5/9/2016,NA,5/9/2016,NA,5/9/2016,NA,5/9/2016,NA,5/9/2016,NA,5/9/2016,NA,5/9/2016,NA,NA,5/9/2016,NA,5/9/2016,NA,5/9/2016,NA,5/9/2016,NA,
6705,5/10/2016,NA,5/10/2016,NA,5/10/2016,NA,5/10/2016,NA,5/10/2016,NA,5/10/2016,NA,5/10/2016,,5/10/2016,NA,5/10/2016,NA,5/10/2016,NA,5/10/2016,NA,5/10/2016,NA,NA,5/10/2016,NA,5/10/2016,NA,5/10/2016,NA,5/10/2016,NA,5/10/2016,NA,5/10/2016,NA,5/10/2016,NA,NA,5/10/2016,NA,5/10/2016,NA,5/10/2016,NA,5/10/2016,NA,
6706,5/11/2016,NA,5/11/2016,NA,5/11/2016,NA,5/11/2016,NA,5/11/2016,NA,5/11/2016,NA,5/11/2016,,5/11/2016,NA,5/11/2016,NA,5/11/2016,NA,5/11/2016,NA,5/11/2016,NA,NA,5/11/2016,NA,5/11/2016,NA,5/11/2016,NA,5/11/2016,NA,5/11/2016,NA,5/11/2016,NA,5/11/2016,NA,NA,5/11/2016,NA,5/11/2016,NA,5/11/2016,NA,5/11/2016,NA,
6707,5/12/2016,NA,5/12/2016,NA,5/12/2016,NA,5/12/2016,NA,5/12/2016,NA,5/12/2016,NA,5/12/2016,,5/12/2016,NA,5/12/2016,NA,5/12/2016,NA,5/12/2016,NA,5/12/2016,NA,NA,5/12/2016,NA,5/12/2016,NA,5/12/2016,NA,5/12/2016,NA,5/12/2016,NA,5/12/2016,NA,5/12/2016,NA,NA,5/12/2016,NA,5/12/2016,NA,5/12/2016,NA,5/12/2016,NA,
6708,5/13/2016,NA,5/13/2016,NA,5/13/2016,NA,5/13/2016,NA,5/13/2016,NA,5/13/2016,NA,5/13/2016,,5/13/2016,NA,5/13/2016,NA,5/13/2016,NA,5/13/2016,NA,5/13/2016,NA,NA,5/13/2016,NA,5/13/2016,NA,5/13/2016,NA,5/13/2016,NA,5/13/2016,NA,5/13/2016,NA,5/13/2016,NA,NA,5/13/2016,NA,5/13/2016,NA,5/13/2016,NA,5/13/2016,NA,
6709,5/14/2016,NA,5/14/2016,NA,5/14/2016,NA,5/14/2016,NA,5/14/2016,NA,5/14/2016,NA,5/14/2016,,5/14/2016,NA,5/14/2016,NA,5/14/2016,NA,5/14/2016,NA,5/14/2016,NA,NA,5/14/2016,NA,5/14/2016,NA,5/14/2016,NA,5/14/2016,NA,5/14/2016,NA,5/14/2016,NA,5/14/2016,NA,NA,5/14/2016,NA,5/14/2016,NA,5/14/2016,NA,5/14/2016,NA,
6710,5/15/2016,NA,5/15/2016,NA,5/15/2016,NA,5/15/2016,NA,5/15/2016,NA,5/15/2016,NA,5/15/2016,,5/15/2016,NA,5/15/2016,NA,5/15/2016,NA,5/15/2016,NA,5/15/2016,NA,NA,5/15/2016,NA,5/15/2016,NA,5/15/2016,NA,5/15/2016,NA,5/15/2016,NA,5/15/2016,NA,5/15/2016,NA,NA,5/15/2016,NA,5/15/2016,NA,5/15/2016,NA,5/15/2016,NA,
6711,5/16/2016,NA,5/16/2016,NA,5/16/2016,NA,5/16/2016,NA,5/16/2016,NA,5/16/2016,NA,5/16/2016,,5/16/2016,NA,5/16/2016,NA,5/16/2016,NA,5/16/2016,NA,5/16/2016,NA,NA,5/16/2016,NA,5/16/2016,NA,5/16/2016,NA,5/16/2016,NA,5/16/2016,NA,5/16/2016,NA,5/16/2016,NA,NA,5/16/2016,NA,5/16/2016,NA,5/16/2016,NA,5/16/2016,NA,
6712,5/17/2016,NA,5/17/2016,NA,5/17/2016,NA,5/17/2016,NA,5/17/2016,NA,5/17/2016,NA,5/17/2016,,5/17/2016,NA,5/17/2016,NA,5/17/2016,NA,5/17/2016,NA,5/17/2016,NA,NA,5/17/2016,NA,5/17/2016,NA,5/17/2016,NA,5/17/2016,NA,5/17/2016,NA,5/17/2016,NA,5/17/2016,NA,NA,5/17/2016,NA,5/17/2016,NA,5/17/2016,NA,5/17/2016,NA,
6713,5/18/2016,NA,5/18/2016,NA,5/18/2016,NA,5/18/2016,NA,5/18/2016,NA,5/18/2016,NA,5/18/2016,,5/18/2016,NA,5/18/2016,NA,5/18/2016,NA,5/18/2016,NA,5/18/2016,NA,NA,5/18/2016,NA,5/18/2016,NA,5/18/2016,NA,5/18/2016,NA,5/18/2016,NA,5/18/2016,NA,5/18/2016,NA,NA,5/18/2016,NA,5/18/2016,NA,5/18/2016,NA,5/18/2016,NA,
6714,5/19/2016,NA,5/19/2016,NA,5/19/2016,NA,5/19/2016,NA,5/19/2016,NA,5/19/2016,NA,5/19/2016,,5/19/2016,NA,5/19/2016,NA,5/19/2016,NA,5/19/2016,NA,5/19/2016,NA,NA,5/19/2016,NA,5/19/2016,NA,5/19/2016,NA,5/19/2016,NA,5/19/2016,NA,5/19/2016,NA,5/19/2016,NA,NA,5/19/2016,NA,5/19/2016,NA,5/19/2016,NA,5/19/2016,NA,
6715,5/20/2016,NA,5/20/2016,NA,5/20/2016,NA,5/20/2016,NA,5/20/2016,NA,5/20/2016,NA,5/20/2016,,5/20/2016,NA,5/20/2016,NA,5/20/2016,NA,5/20/2016,NA,5/20/2016,NA,NA,5/20/2016,NA,5/20/2016,NA,5/20/2016,NA,5/20/2016,NA,5/20/2016,NA,5/20/2016,NA,5/20/2016,NA,NA,5/20/2016,NA,5/20/2016,NA,5/20/2016,NA,5/20/2016,NA,
6716,5/21/2016,NA,5/21/2016,NA,5/21/2016,NA,5/21/2016,NA,5/21/2016,NA,5/21/2016,NA,5/21/2016,,5/21/2016,NA,5/21/2016,NA,5/21/2016,NA,5/21/2016,NA,5/21/2016,NA,NA,5/21/2016,NA,5/21/2016,NA,5/21/2016,NA,5/21/2016,NA,5/21/2016,NA,5/21/2016,NA,5/21/2016,NA,NA,5/21/2016,NA,5/21/2016,NA,5/21/2016,NA,5/21/2016,NA,
6717,5/22/2016,NA,5/22/2016,NA,5/22/2016,NA,5/22/2016,NA,5/22/2016,NA,5/22/2016,NA,5/22/2016,,5/22/2016,NA,5/22/2016,NA,5/22/2016,NA,5/22/2016,NA,5/22/2016,NA,NA,5/22/2016,NA,5/22/2016,NA,5/22/2016,NA,5/22/2016,NA,5/22/2016,NA,5/22/2016,NA,5/22/2016,NA,NA,5/22/2016,NA,5/22/2016,NA,5/22/2016,NA,5/22/2016,NA,
6718,5/23/2016,NA,5/23/2016,NA,5/23/2016,NA,5/23/2016,NA,5/23/2016,NA,5/23/2016,NA,5/23/2016,,5/23/2016,NA,5/23/2016,NA,5/23/2016,NA,5/23/2016,NA,5/23/2016,NA,NA,5/23/2016,NA,5/23/2016,NA,5/23/2016,NA,5/23/2016,NA,5/23/2016,NA,5/23/2016,NA,5/23/2016,NA,NA,5/23/2016,NA,5/23/2016,NA,5/23/2016,NA,5/23/2016,NA,
6719,5/24/2016,NA,5/24/2016,NA,5/24/2016,NA,5/24/2016,NA,5/24/2016,NA,5/24/2016,NA,5/24/2016,,5/24/2016,NA,5/24/2016,NA,5/24/2016,NA,5/24/2016,NA,5/24/2016,NA,NA,5/24/2016,NA,5/24/2016,NA,5/24/2016,NA,5/24/2016,NA,5/24/2016,NA,5/24/2016,NA,5/24/2016,NA,NA,5/24/2016,NA,5/24/2016,NA,5/24/2016,NA,5/24/2016,NA,
6720,5/25/2016,NA,5/25/2016,NA,5/25/2016,NA,5/25/2016,NA,5/25/2016,NA,5/25/2016,NA,5/25/2016,,5/25/2016,NA,5/25/2016,NA,5/25/2016,NA,5/25/2016,NA,5/25/2016,NA,NA,5/25/2016,NA,5/25/2016,NA,5/25/2016,NA,5/25/2016,NA,5/25/2016,NA,5/25/2016,NA,5/25/2016,NA,NA,5/25/2016,NA,5/25/2016,NA,5/25/2016,NA,5/25/2016,NA,
6721,5/26/2016,NA,5/26/2016,NA,5/26/2016,NA,5/26/2016,NA,5/26/2016,NA,5/26/2016,NA,5/26/2016,,5/26/2016,NA,5/26/2016,NA,5/26/2016,NA,5/26/2016,NA,5/26/2016,NA,NA,5/26/2016,NA,5/26/2016,NA,5/26/2016,NA,5/26/2016,NA,5/26/2016,NA,5/26/2016,NA,5/26/2016,NA,NA,5/26/2016,NA,5/26/2016,NA,5/26/2016,NA,5/26/2016,NA,
6722,5/27/2016,NA,5/27/2016,NA,5/27/2016,NA,5/27/2016,NA,5/27/2016,NA,5/27/2016,NA,5/27/2016,,5/27/2016,NA,5/27/2016,NA,5/27/2016,NA,5/27/2016,NA,5/27/2016,NA,NA,5/27/2016,NA,5/27/2016,NA,5/27/2016,NA,5/27/2016,NA,5/27/2016,NA,5/27/2016,NA,5/27/2016,NA,NA,5/27/2016,NA,5/27/2016,NA,5/27/2016,NA,5/27/2016,NA,
6723,5/28/2016,NA,5/28/2016,NA,5/28/2016,NA,5/28/2016,NA,5/28/2016,NA,5/28/2016,NA,5/28/2016,,5/28/2016,NA,5/28/2016,NA,5/28/2016,NA,5/28/2016,NA,5/28/2016,NA,NA,5/28/2016,NA,5/28/2016,NA,5/28/2016,NA,5/28/2016,NA,5/28/2016,NA,5/28/2016,NA,5/28/2016,NA,NA,5/28/2016,NA,5/28/2016,NA,5/28/2016,NA,5/28/2016,NA,
6724,5/29/2016,NA,5/29/2016,NA,5/29/2016,NA,5/29/2016,NA,5/29/2016,NA,5/29/2016,NA,5/29/2016,,5/29/2016,NA,5/29/2016,NA,5/29/2016,NA,5/29/2016,NA,5/29/2016,NA,NA,5/29/2016,NA,5/29/2016,NA,5/29/2016,NA,5/29/2016,NA,5/29/2016,NA,5/29/2016,NA,5/29/2016,NA,NA,5/29/2016,NA,5/29/2016,NA,5/29/2016,NA,5/29/2016,NA,
6725,5/30/2016,NA,5/30/2016,NA,5/30/2016,NA,5/30/2016,NA,5/30/2016,NA,5/30/2016,NA,5/30/2016,,5/30/2016,NA,5/30/2016,NA,5/30/2016,NA,5/30/2016,NA,5/30/2016,NA,NA,5/30/2016,NA,5/30/2016,NA,5/30/2016,NA,5/30/2016,NA,5/30/2016,NA,5/30/2016,NA,5/30/2016,NA,NA,5/30/2016,NA,5/30/2016,NA,5/30/2016,NA,5/30/2016,NA,
6726,5/31/2016,NA,5/31/2016,NA,5/31/2016,NA,5/31/2016,NA,5/31/2016,NA,5/31/2016,NA,5/31/2016,,5/31/2016,NA,5/31/2016,NA,5/31/2016,NA,5/31/2016,NA,5/31/2016,NA,NA,5/31/2016,NA,5/31/2016,NA,5/31/2016,NA,5/31/2016,NA,5/31/2016,NA,5/31/2016,NA,5/31/2016,NA,NA,5/31/2016,NA,5/31/2016,NA,5/31/2016,NA,5/31/2016,NA,
6727,6/1/2016,NA,6/1/2016,NA,6/1/2016,NA,6/1/2016,NA,6/1/2016,NA,6/1/2016,NA,6/1/2016,,6/1/2016,NA,6/1/2016,NA,6/1/2016,NA,6/1/2016,NA,6/1/2016,NA,NA,6/1/2016,NA,6/1/2016,NA,6/1/2016,NA,6/1/2016,NA,6/1/2016,NA,6/1/2016,NA,6/1/2016,NA,NA,6/1/2016,NA,6/1/2016,NA,6/1/2016,NA,6/1/2016,NA,
6728,6/2/2016,NA,6/2/2016,NA,6/2/2016,NA,6/2/2016,NA,6/2/2016,NA,6/2/2016,NA,6/2/2016,,6/2/2016,NA,6/2/2016,NA,6/2/2016,NA,6/2/2016,NA,6/2/2016,NA,NA,6/2/2016,NA,6/2/2016,NA,6/2/2016,NA,6/2/2016,NA,6/2/2016,NA,6/2/2016,NA,6/2/2016,NA,NA,6/2/2016,NA,6/2/2016,NA,6/2/2016,NA,6/2/2016,NA,
6729,6/3/2016,NA,6/3/2016,NA,6/3/2016,NA,6/3/2016,NA,6/3/2016,NA,6/3/2016,NA,6/3/2016,,6/3/2016,NA,6/3/2016,NA,6/3/2016,NA,6/3/2016,NA,6/3/2016,NA,NA,6/3/2016,NA,6/3/2016,NA,6/3/2016,NA,6/3/2016,NA,6/3/2016,NA,6/3/2016,NA,6/3/2016,NA,NA,6/3/2016,NA,6/3/2016,NA,6/3/2016,NA,6/3/2016,NA,
6730,6/4/2016,NA,6/4/2016,NA,6/4/2016,NA,6/4/2016,NA,6/4/2016,NA,6/4/2016,NA,6/4/2016,,6/4/2016,NA,6/4/2016,NA,6/4/2016,NA,6/4/2016,NA,6/4/2016,NA,NA,6/4/2016,NA,6/4/2016,NA,6/4/2016,NA,6/4/2016,NA,6/4/2016,NA,6/4/2016,NA,6/4/2016,NA,NA,6/4/2016,NA,6/4/2016,NA,6/4/2016,NA,6/4/2016,NA,
6731,6/5/2016,NA,6/5/2016,NA,6/5/2016,NA,6/5/2016,NA,6/5/2016,NA,6/5/2016,NA,6/5/2016,,6/5/2016,NA,6/5/2016,NA,6/5/2016,NA,6/5/2016,NA,6/5/2016,NA,NA,6/5/2016,NA,6/5/2016,NA,6/5/2016,NA,6/5/2016,NA,6/5/2016,NA,6/5/2016,NA,6/5/2016,NA,NA,6/5/2016,NA,6/5/2016,NA,6/5/2016,NA,6/5/2016,NA,
6732,6/6/2016,NA,6/6/2016,NA,6/6/2016,NA,6/6/2016,NA,6/6/2016,NA,6/6/2016,NA,6/6/2016,,6/6/2016,NA,6/6/2016,NA,6/6/2016,NA,6/6/2016,NA,6/6/2016,NA,NA,6/6/2016,NA,6/6/2016,NA,6/6/2016,NA,6/6/2016,NA,6/6/2016,NA,6/6/2016,NA,6/6/2016,NA,NA,6/6/2016,NA,6/6/2016,NA,6/6/2016,NA,6/6/2016,NA,
6733,6/7/2016,NA,6/7/2016,NA,6/7/2016,NA,6/7/2016,NA,6/7/2016,NA,6/7/2016,NA,6/7/2016,,6/7/2016,NA,6/7/2016,NA,6/7/2016,NA,6/7/2016,NA,6/7/2016,NA,NA,6/7/2016,NA,6/7/2016,NA,6/7/2016,NA,6/7/2016,NA,6/7/2016,NA,6/7/2016,NA,6/7/2016,NA,NA,6/7/2016,NA,6/7/2016,NA,6/7/2016,NA,6/7/2016,NA,
6734,6/8/2016,NA,6/8/2016,NA,6/8/2016,NA,6/8/2016,NA,6/8/2016,NA,6/8/2016,NA,6/8/2016,,6/8/2016,NA,6/8/2016,NA,6/8/2016,NA,6/8/2016,NA,6/8/2016,NA,NA,6/8/2016,NA,6/8/2016,NA,6/8/2016,NA,6/8/2016,NA,6/8/2016,NA,6/8/2016,NA,6/8/2016,NA,NA,6/8/2016,NA,6/8/2016,NA,6/8/2016,NA,6/8/2016,NA,
6735,6/9/2016,NA,6/9/2016,NA,6/9/2016,NA,6/9/2016,NA,6/9/2016,NA,6/9/2016,NA,6/9/2016,,6/9/2016,NA,6/9/2016,NA,6/9/2016,NA,6/9/2016,NA,6/9/2016,NA,NA,6/9/2016,NA,6/9/2016,NA,6/9/2016,NA,6/9/2016,NA,6/9/2016,NA,6/9/2016,NA,6/9/2016,NA,NA,6/9/2016,NA,6/9/2016,NA,6/9/2016,NA,6/9/2016,NA,
6736,6/10/2016,NA,6/10/2016,NA,6/10/2016,NA,6/10/2016,NA,6/10/2016,NA,6/10/2016,NA,6/10/2016,,6/10/2016,NA,6/10/2016,NA,6/10/2016,NA,6/10/2016,NA,6/10/2016,NA,NA,6/10/2016,NA,6/10/2016,NA,6/10/2016,NA,6/10/2016,NA,6/10/2016,NA,6/10/2016,NA,6/10/2016,NA,NA,6/10/2016,NA,6/10/2016,NA,6/10/2016,NA,6/10/2016,NA,
6737,6/11/2016,NA,6/11/2016,NA,6/11/2016,NA,6/11/2016,NA,6/11/2016,NA,6/11/2016,NA,6/11/2016,,6/11/2016,NA,6/11/2016,NA,6/11/2016,NA,6/11/2016,NA,6/11/2016,NA,NA,6/11/2016,NA,6/11/2016,NA,6/11/2016,NA,6/11/2016,NA,6/11/2016,NA,6/11/2016,NA,6/11/2016,NA,NA,6/11/2016,NA,6/11/2016,NA,6/11/2016,NA,6/11/2016,NA,
6738,6/12/2016,NA,6/12/2016,NA,6/12/2016,NA,6/12/2016,NA,6/12/2016,NA,6/12/2016,NA,6/12/2016,,6/12/2016,NA,6/12/2016,NA,6/12/2016,NA,6/12/2016,NA,6/12/2016,NA,NA,6/12/2016,NA,6/12/2016,NA,6/12/2016,NA,6/12/2016,NA,6/12/2016,NA,6/12/2016,NA,6/12/2016,NA,NA,6/12/2016,NA,6/12/2016,NA,6/12/2016,NA,6/12/2016,NA,
6739,6/13/2016,NA,6/13/2016,NA,6/13/2016,NA,6/13/2016,NA,6/13/2016,NA,6/13/2016,NA,6/13/2016,,6/13/2016,NA,6/13/2016,NA,6/13/2016,NA,6/13/2016,NA,6/13/2016,NA,NA,6/13/2016,NA,6/13/2016,NA,6/13/2016,NA,6/13/2016,NA,6/13/2016,NA,6/13/2016,NA,6/13/2016,NA,NA,6/13/2016,NA,6/13/2016,NA,6/13/2016,NA,6/13/2016,NA,
6740,6/14/2016,NA,6/14/2016,NA,6/14/2016,NA,6/14/2016,NA,6/14/2016,NA,6/14/2016,NA,6/14/2016,,6/14/2016,NA,6/14/2016,NA,6/14/2016,NA,6/14/2016,NA,6/14/2016,NA,NA,6/14/2016,NA,6/14/2016,NA,6/14/2016,NA,6/14/2016,NA,6/14/2016,NA,6/14/2016,NA,6/14/2016,NA,NA,6/14/2016,NA,6/14/2016,NA,6/14/2016,NA,6/14/2016,NA,
6741,6/15/2016,NA,6/15/2016,NA,6/15/2016,NA,6/15/2016,NA,6/15/2016,NA,6/15/2016,NA,6/15/2016,,6/15/2016,NA,6/15/2016,NA,6/15/2016,NA,6/15/2016,NA,6/15/2016,NA,NA,6/15/2016,NA,6/15/2016,NA,6/15/2016,NA,6/15/2016,NA,6/15/2016,NA,6/15/2016,NA,6/15/2016,NA,NA,6/15/2016,NA,6/15/2016,NA,6/15/2016,NA,6/15/2016,NA,
6742,6/16/2016,NA,6/16/2016,NA,6/16/2016,NA,6/16/2016,NA,6/16/2016,NA,6/16/2016,NA,6/16/2016,,6/16/2016,NA,6/16/2016,NA,6/16/2016,NA,6/16/2016,NA,6/16/2016,NA,NA,6/16/2016,NA,6/16/2016,NA,6/16/2016,NA,6/16/2016,NA,6/16/2016,NA,6/16/2016,NA,6/16/2016,NA,NA,6/16/2016,NA,6/16/2016,NA,6/16/2016,NA,6/16/2016,NA,
6743,6/17/2016,NA,6/17/2016,NA,6/17/2016,NA,6/17/2016,NA,6/17/2016,NA,6/17/2016,NA,6/17/2016,,6/17/2016,NA,6/17/2016,NA,6/17/2016,NA,6/17/2016,NA,6/17/2016,NA,NA,6/17/2016,NA,6/17/2016,NA,6/17/2016,NA,6/17/2016,NA,6/17/2016,NA,6/17/2016,NA,6/17/2016,NA,NA,6/17/2016,NA,6/17/2016,NA,6/17/2016,NA,6/17/2016,NA,
6744,6/18/2016,NA,6/18/2016,NA,6/18/2016,NA,6/18/2016,NA,6/18/2016,NA,6/18/2016,NA,6/18/2016,,6/18/2016,NA,6/18/2016,NA,6/18/2016,NA,6/18/2016,NA,6/18/2016,NA,NA,6/18/2016,NA,6/18/2016,NA,6/18/2016,NA,6/18/2016,NA,6/18/2016,NA,6/18/2016,NA,6/18/2016,NA,NA,6/18/2016,NA,6/18/2016,NA,6/18/2016,NA,6/18/2016,NA,
6745,6/19/2016,NA,6/19/2016,NA,6/19/2016,NA,6/19/2016,NA,6/19/2016,NA,6/19/2016,NA,6/19/2016,,6/19/2016,NA,6/19/2016,NA,6/19/2016,NA,6/19/2016,NA,6/19/2016,NA,NA,6/19/2016,NA,6/19/2016,NA,6/19/2016,NA,6/19/2016,NA,6/19/2016,NA,6/19/2016,NA,6/19/2016,NA,NA,6/19/2016,NA,6/19/2016,NA,6/19/2016,NA,6/19/2016,NA,
6746,6/20/2016,NA,6/20/2016,NA,6/20/2016,NA,6/20/2016,NA,6/20/2016,NA,6/20/2016,NA,6/20/2016,,6/20/2016,NA,6/20/2016,NA,6/20/2016,NA,6/20/2016,NA,6/20/2016,NA,NA,6/20/2016,NA,6/20/2016,NA,6/20/2016,NA,6/20/2016,NA,6/20/2016,NA,6/20/2016,NA,6/20/2016,NA,NA,6/20/2016,NA,6/20/2016,NA,6/20/2016,NA,6/20/2016,NA,
6747,6/21/2016,NA,6/21/2016,NA,6/21/2016,NA,6/21/2016,NA,6/21/2016,NA,6/21/2016,NA,6/21/2016,,6/21/2016,NA,6/21/2016,NA,6/21/2016,NA,6/21/2016,NA,6/21/2016,NA,NA,6/21/2016,NA,6/21/2016,NA,6/21/2016,NA,6/21/2016,NA,6/21/2016,NA,6/21/2016,NA,6/21/2016,NA,NA,6/21/2016,NA,6/21/2016,NA,6/21/2016,NA,6/21/2016,NA,
6748,6/22/2016,NA,6/22/2016,NA,6/22/2016,NA,6/22/2016,NA,6/22/2016,NA,6/22/2016,NA,6/22/2016,,6/22/2016,NA,6/22/2016,NA,6/22/2016,NA,6/22/2016,NA,6/22/2016,NA,NA,6/22/2016,NA,6/22/2016,NA,6/22/2016,NA,6/22/2016,NA,6/22/2016,NA,6/22/2016,NA,6/22/2016,NA,NA,6/22/2016,NA,6/22/2016,NA,6/22/2016,NA,6/22/2016,NA,
6749,6/23/2016,NA,6/23/2016,NA,6/23/2016,NA,6/23/2016,NA,6/23/2016,NA,6/23/2016,NA,6/23/2016,,6/23/2016,NA,6/23/2016,NA,6/23/2016,NA,6/23/2016,NA,6/23/2016,NA,NA,6/23/2016,NA,6/23/2016,NA,6/23/2016,NA,6/23/2016,NA,6/23/2016,NA,6/23/2016,NA,6/23/2016,NA,NA,6/23/2016,NA,6/23/2016,NA,6/23/2016,NA,6/23/2016,NA,
6750,6/24/2016,NA,6/24/2016,NA,6/24/2016,NA,6/24/2016,NA,6/24/2016,NA,6/24/2016,NA,6/24/2016,,6/24/2016,NA,6/24/2016,NA,6/24/2016,NA,6/24/2016,NA,6/24/2016,NA,NA,6/24/2016,NA,6/24/2016,NA,6/24/2016,NA,6/24/2016,NA,6/24/2016,NA,6/24/2016,NA,6/24/2016,NA,NA,6/24/2016,NA,6/24/2016,NA,6/24/2016,NA,6/24/2016,NA,
6751,6/25/2016,NA,6/25/2016,NA,6/25/2016,NA,6/25/2016,NA,6/25/2016,NA,6/25/2016,NA,6/25/2016,,6/25/2016,NA,6/25/2016,NA,6/25/2016,NA,6/25/2016,NA,6/25/2016,NA,NA,6/25/2016,NA,6/25/2016,NA,6/25/2016,NA,6/25/2016,NA,6/25/2016,NA,6/25/2016,NA,6/25/2016,NA,NA,6/25/2016,NA,6/25/2016,NA,6/25/2016,NA,6/25/2016,NA,
