date,Aparri..Cagayan.Wind.Speed.Dly..m.s.,Aparri..Cagayan.Temp.Dry.Min.Dly..degC.,Aparri..Cagayan.Temp.Dry.Max.Dly..degC.,Aparri..Cagayan.Prec.Sum.Dly..mm.,Aparri..Cagayan.RelHumidity.Dly....,BPI.Experiment.Station..Baguio.City.Wind.Speed..m.s.,BPI.Experiment.Station..Baguio.City.Temp.Dry.Max..degC.,BPI.Experiment.Station..Baguio.City.Temp.Dry.Min..degC.,BPI.Experiment.Station..Baguio.City.Prec.Sum.Dly08..mm.,BPI.Experiment.Station..Baguio.City.Rel.Humidity,MMSU.Batac..Ilocos.Norte.Wind.Speed..m.s.,MMSU.Batac..Ilocos.Norte.Temp.Dry.Min..degC.,MMSU.Batac..Ilocos.Norte.Temp.Dry.Max..degC.,MMSU.Batac..Ilocos.Norte.Prec.Sum.Dly08..mm.,MMSU.Batac..Ilocos.Norte.RelHumidity....,Cabanatuan..Nueva.Ecija.Wind.Speed.Dly..m.s.,Cabanatuan..Nueva.Ecija.Temp.Dry.Min.Dly..degC.,Cabanatuan..Nueva.Ecija.Temp.Dry.Max.Dly..degC.,Cabanatuan..Nueva.Ecija.Prec.Sum.Dly..mm.,Cabanatuan..Nueva.Ecija.RelHumidity.Dly....,Casiguran..Aurora.Wind.Speed.Dly..m.s.,Casiguran..Aurora.Temp.Dry.Min.Dly..degC.,Casiguran..Aurora.Temp.Dry.Max.Dly..degC.,Casiguran..Aurora.Prec.Sum.Dly..mm.,Casiguran..Aurora.RelHumidity.Dly....,ISU.Echague..Isabela.Wind.Speed..m.s.,ISU.Echague..Isabela.Temp.Dry.Min..degC.,ISU.Echague..Isabela.Temp.Dry.Max..degC.,ISU.Echague..Isabela.Prec.Sum.Dly08..mm.,ISU.Echague..Isabela.Rel.Humidity,CLSU.Mu√.oz..Nueva.Ecija.Wind.Speed..m.s.,CLSU.Mu√.oz..Nueva.Ecija.Temp.Dry.Min..degC.,CLSU.Mu√.oz..Nueva.Ecija.Temp.Dry.Max..degC.,CLSU.Mu√.oz..Nueva.Ecija.Prec.Sum.Dly08..mm.,CLSU.Mu√.oz..Nueva.Ecija.Rel.Humidity,Science.Garden.Quezon.City..Metro.Manila.Wind.Speed.Dly..m.s.,Science.Garden.Quezon.City..Metro.Manila.Temp.Dry.Min.Dly..degC.,Science.Garden.Quezon.City..Metro.Manila.Temp.Dry.Max.Dly..degC.,Science.Garden.Quezon.City..Metro.Manila.Prec.Sum.Dly..mm.,Science.Garden.Quezon.City..Metro.Manila.RelHumidity.Dly....,Sinait..Ilocos.Sur.Wind.Speed.Dly..m.s.,Sinait..Ilocos.Sur.Temp.Dry.Min.Dly..degC.,Sinait..Ilocos.Sur.Temp.Dry.Max.Dly..degC.,Sinait..Ilocos.Sur.Prec.Sum.Dly..mm.,Sinait..Ilocos.Sur.RelHumidity.Dly....,TCA.Camiling..Tarlac.Wind.Speed..m.s.,TCA.Camiling..Tarlac.Temp.Dry.Min..degC.,TCA.Camiling..Tarlac.Temp.Dry.Max..degC.,TCA.Camiling..Tarlac.Prec.Sum.Dly08..mm.,TCA.Camiling..Tarlac.Rel.Humidity,Tuguegarao.City..Cagayan.Wind.Speed.Dly..m.s.,Tuguegarao.City..Cagayan.Temp.Dry.Min.Dly..degC.,Tuguegarao.City..Cagayan.Temp.Dry.Max.Dly..degC.,Tuguegarao.City..Cagayan.Prec.Sum.Dly..mm.,Tuguegarao.City..Cagayan.RelHumidity.Dly....
5/19/2016,3,25.5,30.8,6.244953267,84,1,28.4,22.2,15.4,88.78467153,0,24.2,30.5,0,93,2,23.5,32.4,3.4,86,3,23.6,33.5,0,77,1,23.3,35,0,78.19662921,1,22.2,28.4,15.4,86,2,24.2,32,4,83,0,24.2,30.5,0.6,93,0,23.7,29.7,24.2,86,1,24,33.3,8.2,80
5/20/2016,4,25.5,32.5,4,85.39,0,23.8,16,19,84.04671533,0,22.5,34.1,7,80,1,25,34.7,0.8,86.72,1,23.6,35,0,77,3,23.7,35.6,21.4,72.61235955,0,24.2,34.6,1.2,86.72,2,26,33.5,4.8,82.97,2,25,32.6,14,80,0.478632479,24.36155346,34.33138402,0.99757085,86.72,1,22.6,36,0,66
5/21/2016,5,20.5,28.2,0,81,5,28.5,20.3,0,75.49978102,0,14.4,30.4,0,78,2,20.2,30.4,0,78.73,3,21.4,28.6,0,77,1,17.3,27.6,0,78.99438202,5,20.3,28.5,0,78.73,2,20,31.2,0,65,2,19.6,32,0,70.61,2,20,31.9,0,78.73,0,17.7,27,0,82
5/22/2016,3,25,32.8,0,83,2,32.4,21.7,0,69.38686131,1,21.2,31.5,0,73,1,21.5,35.2,0,67,2,20.6,31.5,0,77,2,19.6,36.2,0,76.20224719,2,21.7,32.4,0,67,1,22.4,34.2,0,57,1,21.2,31.5,0,73,2,22.3,37.7,0,67,1,21,36.5,0,75
5/23/2016,2,25,27.6,1.5,88,2,28.6,23.4,9.1,89.39781022,7,24.6,27.3,60.6,90,2,24,30.2,25,89,5,20.3,32.4,0,77,1,24.2,34,0,83.78089888,2,23.4,28.6,9.1,89,2,25,29.1,50.4,86,7,24.6,27.3,105,90,0,24.2,31.3,24,89,1,23.8,28.9,4,94
5/24/2016,4,18.4,21.8,0,80,6,26.7,19.7,0,65.26101909,2,20,26.6,0,58,4.772727273,21,29,0,70.05769231,4,20,24,0,77,1,18.2,22,0,80.58988764,6,19.7,26.7,0,70.05769231,3.603954342,25.08878924,25.41704036,0,70.05769231,2,20,26.6,0,58,2,20.5,30.7,0,70.05769231,1,17.8,22,0.01,86
5/25/2016,3,24.5,31,0,81,4,32.5,22.3,0,71.61919708,0,17.2,33.9,0,77,1,21.4,34.2,0,68.93,4,22.2,30.2,0,76.99,2,20.7,29,0,80.98275281,4,22.3,32.5,0,68.93,1,20.7,33.1,0,70,1,22,32.1,0,75.69,2,21.5,34.2,0,68.93,0,23,31.3,0.01,87
5/26/2016,2,23.6,27.8,4,91,1,30.1,24.8,6.8,81.81470803,9,24.8,28.8,2.4,92,2,25.5,26.3,4,78.31,7,26.2,30.8,0,76.86,3,25.7,33.2,0,77.71359551,1,24.8,30.1,6.8,78.31,3,24.7,30.6,40.6,84,5,24.2,29.6,16.2,87.12,0,24.5,29.7,21.5,78.31,1,24.2,31.5,0,79
5/27/2016,2,25,30.4,3.194531871,82,2,33,24.2,0,92.74813869,1,20.8,27.5,98.4,79,1,25.5,33.8,0,90.23,5,24,33.4,0,76.86,1,23.2,35.5,0,78.51134831,2,24.2,33,0,90.23,2,26.8,31.7,0,83,2,28.9,30.3,80.3,96.56,2,24,33.8,0,90.23,1,25,36,1.2,81
5/28/2016,3,25.5,32.5,0.5,81,1,29.8,24.8,2.6,87.1370073,0,23.5,31.3,28.6,91,2,23.2,30.8,2,90.59,5,27,33.4,0,76.82,0,26.6,34,0,75.66724719,1,24.8,29.8,2.6,90.59,1,24.5,32.9,0,73,4,23.2,31,33.7,81.91,0,24.2,32,3.7,90.59,2,25.7,35,0,73.93
5/29/2016,5,25.5,30,0,85,2,33.6,24.6,0,84.30817518,0,21,34,0,91,1,24.5,34.7,0,87.61,4,18.6,33.4,0,76.8,1,24,31.8,0.8,78.4752809,2,24.6,33.6,0,87.61,1,22.9,33.8,0,76.62,1,22.5,32.5,0,79.31,2,23.9,34.4,0,87.61,0,20,32.5,1.1,81
5/30/2016,3.281200657,25,32.4,24.5,79,1,34.2,24.7,0.9,88.01419708,1,23.2,32.5,0.4,82,1,26,35,1,88.05,2,24.6,33,13.4,76.78,1,25.1,34,0,77.26662921,1,24.7,34.2,0.9,88.05,1,25,35.5,15.8,83,1,24.6,32.1,3.2,87.96,0,25,35,0,88.05,0,24,32.5,0,78
5/31/2016,2,25.5,31,1,81,1,29,23.7,1.2,96.68952555,2,22,28.2,44.2,73,1,24.5,28.8,9.5,97.33,4,25,33.6,0,76.77,1,24.5,33.3,0,77.26061798,1,23.7,29,1.2,97.33,1,24.2,30.5,18.4,94,2,23.3,28.3,89.5,95.72,0,24.5,27.9,20.2,97.33,1,25,34.3,0,78
6/1/2016,13,23,28.8,155.5,88,1,31,23.7,0,89.68872263,1,21,26.6,143.2,82,1,24.5,27.7,0.6,89.82,5,24.6,32.4,2.2,76.76,1,24.2,28,15.1,81.24337079,1,23.7,31,0,89.82,1,25.5,30.6,0,79,5,21.3,27.4,77.4,89.49,2,24.1,30,18.4,89.82,6,19,34,128.4,88
6/2/2016,1,19,29,0,87.96,1,22.5,13,0,74.82467153,3,14.3,30,0,57,1,21.8,32.4,0,80.76,3,22.8,28,0,76.69,0,20.7,27.7,0,80.00466292,1,21.4,33,0,80.76,1,22.2,31.5,0,75.18,2,17.2,28.6,0,65.84,0.990853201,21.3957115,32.41097616,0,80.76,1,19.7,29,0,85
6/3/2016,5,18.5,21,3,93,5,29.3,19,0,78.83109489,3,20.3,28.7,0,74,3,20.8,30.6,0,83.39,5,20,27.6,0,76.69,3,17.9,25,0,81.60016854,5,19,29.3,0,83.39,2,20.8,30.4,0,67,2,19.5,27.8,0,71.93,3,20.4,31.8,0,83.39,1,18.1,25,0,89
6/4/2016,4,21.5,28,0,86.33,0,28,21.8,0,78.45817518,2,19,29,0,86,1,21,31.2,0,86.12,4,20,29.6,0,76.69,1,18.7,26.7,0,80.40353933,0,21.8,28,0,86.12,1,21.8,30.5,0.2,76.48,4,21.3,29,0,66.86,3,22.9,29.9,0,86.12,1,17.4,28,0,86
6/5/2016,2,23.5,29.2,0,86.10934993,2,31.2,23.8,2.3,92.31740876,0,22.5,30.3,0,84,1,24,32.6,0,96.57,2,21.8,31.5,24.2,76.68,1,23.5,31.2,0.2,78.00426966,2,23.8,31.2,2.3,96.57,1,24.8,31.7,13.5,88.94,1,22.4,29.7,0,85.88,2,24.5,32.3,0.2,96.57,1,20.5,31.5,0,80
6/6/2016,3,26,32.7,0,83,2,37.7,24.2,0,75.99277372,0,21.3,33.8,0,84,1,24.9,37.8,0,76.86,1,23,36,0,76.68,1,26.1,37.8,0,74.81325843,2,24.2,37.7,0,76.86,1,24.8,35,0.01,65,1,24.9,34.7,0,74.68,2,24.9,37.1,0,76.86,1,24.9,36,0,72
6/7/2016,2,24.5,34,11,84,0,32.7,23.9,60.6,91.15375912,0,23.6,30,31,84,1,24.6,31,4.2,96.56,2,22,30.4,12,76.66,0,22.6,31.9,4.5,76.39674157,0,23.9,32.7,60.6,96.56,1,23.6,32.8,5.2,86.12,1,24,32,30.7,82.97,0,24.7,32.3,2.6,96.56,1,21,32,2,76
6/8/2016,2,24.5,32,0,82,2,30.7,23,0,86.63576642,0,22.7,31.7,0,89,1,24.4,33.8,0.6,90.59,3,21.5,30.4,7.8,76.63,1,23.4,31.6,0,76.37870787,2,23,30.7,0,90.59,1,23.6,29.5,0.01,94.19,2,23.5,31.8,0.01,80.65,10,23.6,33.7,0,90.59,0,21.8,32.5,0,76
6/9/2016,2,20,28,0,86,6,28.4,20.2,0,77.97970803,2,19,30.3,0,76,2,21,30.7,0,79.38,3,18.6,26.8,0,76.58,1,18.6,28,0,79.93853933,6,20.2,28.4,0,79.38,2,21.4,30.4,0,64,2,20.5,31.4,0,75.86,2,20.3,30.5,0,79.38,0,16.5,26.7,0,85
6/10/2016,2,24.5,30.8,0,83,1,33,22.2,0,86.51784672,3,22.2,31.2,0,82,1,24.6,33,0,90.85,2,25.8,33.8,0,76.55,2,22.6,35.6,0,75.53286517,1,22.2,33,0,90.85,1,24.8,33,0,80,2,24.5,31.2,0,79.96,2,22.5,33.3,0,90.85,0,24,35.5,0,74
6/11/2016,1,19,24.8,2.671602489,92.74,6,27.6,19.5,0,75.27445255,5,15.8,30,0,64,1,19,30.9,0,84.44,3,18,26.4,0,76.52,1,16.9,21.1,3.6,80.70022472,6,19.5,27.6,0,84.44,1,17.1,26.5,0,69.85,2,18.7,30.5,0,61.4,3.551956815,19.08232119,28.92703554,0,84.44,1,15.7,29,0,87
6/12/2016,2,24.5,32,2.671602489,89.15,1,26.7,24.5,6,95.91591241,8,23.4,30,14.4,93,1,25,31.6,6.2,98.08,6,27.2,32.8,0,76.5,5,25.2,32.4,0,75.90168539,1,24.5,26.7,6,98.08,2,26,32.4,0,78.83,5,22.8,27.8,30.6,92.64,0.990853201,24.51521967,28.80107962,6.040845704,98.08,2,22.4,34.7,0,75
6/13/2016,2,25,31.6,0,83.79,2,35.4,24.4,0,76.27215328,0,25.5,32.2,0,98,1,24.7,37.6,0.01,80.66,2,24.4,33.6,5,76.46,3,22.2,34.5,87.2,75.87764045,2,24.4,35.4,0,80.66,1,26.7,35.3,0.01,70.31,2,25.2,32.2,0,69.63,1,26,36.8,0,80.66,1,20,32.5,0.01,75
6/14/2016,3,24,31.5,15.65768214,87.2,2,23.6,13.2,1,75.15551095,3,23,34.6,0,80,1,24.8,33,0.2,79.79,3,20,29.2,13.8,76.42,2,23.3,32,10.7,78.24685393,2,23,33.2,0,79.79,2,23.2,33.5,0,72.65,2,22.9,34.8,0.01,68.14,1.503073924,23.65116209,32.80059979,0.095726496,79.79,1,19.8,25,29.8,81
6/15/2016,2,25,33,0,84,1,33.5,24.8,2.3,83.98645985,0,23.6,33.2,0,92,1,24,34.8,2.2,89.52,2,22.5,31.5,8.6,76.36,0,23.6,33.3,0,75.81752809,1,24.8,33.5,2.3,89.52,1,24.4,34,0.01,80.96,1,23.3,32.6,0,75.61,1,25.6,34.8,0,89.52,1,21.8,35,0,75
6/16/2016,2,18.5,25,0,90,4,27.8,17.7,0,76.31237226,0,13,27.7,0,84,2,15.8,29,0,77.47,2,19,26,0,76.35,1,14.4,25.4,0,79.00252809,4,17.7,27.8,0,77.47,1,15.8,28.5,0,68,1,18,28,0,74.56,2,16.6,29.7,0,77.47,1,15,27.9,0,83
6/17/2016,5,17,26,0,91.75,4,28.5,19.3,0,74.73813869,2,15,29.5,0,67,1,17,30.3,0,79.85,3,18,27,0,76.29,1,17.1,21.2,2,79.36533708,4,19.3,28.5,0,79.85,2,20.6,28.8,0,71.9,4,22.2,31.4,0,67,2.52751537,18.02261209,29.1008547,0,79.85,1,15,24.5,0.6,84
6/18/2016,9,20,30.8,1.2,88.97,1,20,12.6,0,80.63671533,3,19.6,29.4,0,83,1,22.3,33.5,0,83.31,3,20.4,31.4,0.8,76.28,3,22,29.5,0,76.16831461,1,20.3,32.7,0,83.31,1,21.5,32.5,0,73.33,3,21.5,28.5,5,76.59,0.990853201,21.07158495,32.78380567,0,83.31,1,22,30.5,3,76
6/19/2016,3,24,30,2,92,2,33.3,24,1.4,85.00167883,0,22.5,33,0,84,1,24,30.5,0,90.03,3,20.8,29.8,13.6,76.23,1,23,31.8,0.2,75.73938202,2,24,33.3,1.4,90.03,1,23.7,31.3,2.8,83.4,1,23.4,33,0,77.39,2,24.2,33.6,0,90.03,1,21.5,31.5,0,75
6/20/2016,5,23.5,33,0,83,3,36.7,28.8,1.8,81.55806569,1,23.5,34.5,0,77,1,26,37.2,0.01,87.02,1,23.8,31.7,0,76.21,1,25.4,34.8,0,74.92960674,3,28.8,36.7,1.8,87.02,1,24.5,35.5,0.2,70,2,24.6,33.5,0,73.29,0,25.7,37.9,1.2,87.02,2,23.5,33.4,0,73
6/21/2016,5,20.5,28,0,88,5,28.8,22,0,72.22675182,0,15.5,32,0,80,2,20.5,32.3,0,80.72,2,18.6,28.2,8.4,76.2,2,21,22,0.8,79.31123596,5,22,28.8,0,80.72,1,21.2,30.5,0,77.56,2,20.6,32,0,59.37,2,22,29.7,0,80.72,1,19.3,27.6,0.01,84
6/22/2016,6,22.5,28.2,2,87,5,33.3,23.2,0,74.29562044,2,20.8,35.2,0,75,1,25.4,35,0,76.77,5,22.4,30,0,76.13,2,23.1,32,0,77.27477528,5,23.2,33.3,0,76.77,1,22.5,33.4,0,66,2,23.8,33.4,0,70.55,3,23.3,33.4,0,76.77,1,23,32.5,0,79
6/23/2016,3,25.5,33,4,82,1,31.3,23.7,5.6,86.72605839,1,24.3,30.8,0.2,85,1,24.5,26.6,42.4,89.28,1,24.6,32.2,0.6,76.12,0,24.6,31.8,9.3,75.67325843,1,23.7,31.3,5.6,89.28,1,25,30.9,1,86,1,24.9,30.7,1,82.86,0,24.4,34,63,89.28,0,23.2,33.4,0.4,75
6/24/2016,6,18,26,0,88.51,6,26.6,19.8,0,75.51576642,4,13.5,26.8,0,66,2,17.4,30.2,0,82.74,4,17.5,25.8,0,76.11,3,16.6,19.3,0,80.05488764,6,19.8,26.6,0,82.74,2,18.4,29,0,70.27,3,18,27.3,0,64.58,4.030589294,18.47017544,28.07977208,0,82.74,2,16.3,24,0,86
6/25/2016,4,19,28.5,0,78.78,6,22.2,13,0,71.15018248,6,12.2,30.2,0,70,1,18,33.1,0,71.91,3,16.2,29.6,0,76.11,1,15.1,26.9,0,77.26275281,6,19.5,32.2,0,71.91,1,18.5,30.3,0,77.37,4,18.5,29,0,70,3.551956815,18.60368871,32.33624232,0,71.91,2,14,29.5,0,79
6/26/2016,4,23.9599734,29.3,0.01,81,2,33.8,22.7,0,74.7643178,1,20.6,33.3,0,74,1.386363636,23.5,34.9,0,75.26923077,3,22,32,2.8,76,2,23,27.9,25.7,79.19101124,2,22.7,33.8,0,75.26923077,0.801977171,23,29.8838565,4,75.26923077,1,20.6,33.3,0,74,0,23,35,0,75.26923077,1,22,30.2,0,84
6/27/2016,2,24,29.5,0,86.99,2,30,22.8,11.6,90.26956204,4,23.5,29.3,0.4,88,0,23.5,32.5,50.4,95.64,4,24.8,32.4,0,76,1,22.9,32.1,0,77.99438202,2,22.8,30,11.6,95.64,2,23.5,31,1,85.24,3,23,29,11.8,82.14,1,23.7,28.9,12.7,95.64,1,22.2,34,0,81
6/28/2016,4,26,34,0,80,2,36.7,25.2,0,78.17448905,2,23.5,34.8,0,96,1,27,37.5,0,80.08,1,24.6,37.2,0,76,2,25.2,36.8,0,74.80337079,2,25.2,36.7,0,80.08,1,27,35.8,0.4,75,1,26.3,34.1,0,75.29,0,26,34.6,0,80.08,1,24,37.8,7.2,73
6/29/2016,2,25.5,32.8,0,82,2,36.4,23.2,0,75.84405109,2,22.4,32.6,0,89,2,26,37,0,73.31,1,23.4,32.8,0,76,1,23.4,36.7,0,74.40449438,2,23.2,36.4,0,73.31,1,24.9,34.8,0,64,2,24.9,32.4,0,79.68,2,24.6,36.7,0,73.31,1,24,36.5,0,72
6/30/2016,2,25,33,0,80,1,33.3,23.8,0,66.69262774,1,23.2,31.8,0,82,0,25.5,33.3,3.8,54.09,2,23,32.3,0,76,1,27.2,32.3,0,76,1,23.8,33.3,0,54.09,1,24.5,33,12.7,84,1,24.2,31.5,0,85.77,0,24.4,34.1,0,54.09,1,23.7,33,0,76
7/1/2016,4,22.28637926,27.2,0,86,4,29.7,22.9,0,77.66441606,0,18.1,30.8,0,82,1,23,32,0,79.92,4,22,28.6,0,76,1,20.8,25.1,0,77.59550562,4,22.9,29.7,0,79.92,1,23.8,30.5,0,77,1,20.6,30,0,74.25,2,21.9,32.4,0,79.92,1,19,28.3,0,80
7/2/2016,8,22.5,26.5,0,88,4,28,20.2,0,72.3649635,5,18.5,31.5,0,82,3,22,28.6,0,66,5,18.6,26.8,0,76,1,19,22.8,0,81.58426966,4,20.2,28,0,66,3,21.6,28.7,0.01,69,5,18.5,31.5,0,82,2,20.5,30.8,0,66,1,18.2,24,0,90
7/3/2016,3,24.5,34.5,34,81,2,35.4,25.2,0,83.1830292,2,22.8,33,0,88,1,26,36,0.8,82.28,1,25.2,33.2,2.4,75.93,1,24.2,34.2,2.4,75.95792135,2,25.2,35.4,0,82.28,1,25.6,33.6,10.5,78,1,24.6,32.4,0,84.55,0,25.1,36.1,0,82.28,1,24.8,33.5,19.6,76
7/4/2016,3,25,31,0,84,2,30,24.6,1.4,87.605,0,23.3,30,18.2,82,2,25.5,30.6,0.01,91.42,4,25.8,33.6,0,75.93,2,27,34.2,0,75.55904494,2,24.6,30,1.4,91.42,1,26,30,0.01,87,3,25,29.8,4.4,81.83,3,24.6,27.8,9.2,91.42,4,25,38.5,0,75
7/5/2016,3,23.5,29.5,5.5,85.86512699,1,35.5,24.6,0,83.99890511,1,22,32.2,0,86,1,23.5,32.3,0,84.89,2,21,31,15.4,75.88,1,23.5,31.8,0.2,75.92786517,1,24.6,35.5,0,84.89,1,23.7,31.6,1,81.83,1,23.7,32,0,82.65,0,23.7,33.9,0,84.89,2,22.1,32.7,0,76
7/6/2016,4,22.5,28.6,0,86,2,31.7,20.3,0,78.61,0,16,29.5,0,78,1,23,33.4,0,77.52,2,19,29.8,0,75.88,2,21.4,30,0,77.12449438,2,20.3,31.7,0,77.52,1,22.2,31.5,0,70,1,20.8,28.8,0,80.26,0,20.4,34.3,0,77.52,1,18.5,31.7,0,79
7/7/2016,4,25,35,0.5,78.37,1,24.5,16,5.8,84.52,0,24,34.4,0,84.92,1,25,34.4,2.8,86.7,1,25.2,35.8,3.2,75.84,1,23.9,35.8,1.5,73.11168539,1,24.5,34.3,4.8,86.7,1,24.3,33.6,7.8,84.92,2,24.9,33.1,0.4,81.22,0.990853201,24.51521967,34.03412806,3.798830409,86.7,1,23,35.5,0,69
7/8/2016,4,23.6,29.4,9,92,1,30,24.2,0,86.90408759,0,22.5,34,0,79,0,23,32.5,0,93.46,1,19.6,30,13.7,75.83,1,22.7,30.7,7,77.49331461,1,24.2,30,0,93.46,1,24,30.8,1.7,86.82,1,23.3,33.5,0,76.98,2,24.4,33,0,93.46,1,20.3,30.8,0.2,80
7/9/2016,2,23.5,32,0,83,2,30.2,23.7,1.4,88.43160584,0,23.2,31.5,0,80,1,23.2,33.4,1.2,92.72,1,19.4,31,4.7,75.83,1,22.5,31.9,1,77.0944382,2,23.7,30.2,1.4,92.72,1,23.1,30,0.01,87.51,1,22.5,31.5,0,81.94,0,23.6,32.6,0,92.72,1,21,33.5,0,79
7/10/2016,5,24,32.5,0,83.86,1,19,17.6,29,90.64441606,4,25.9,31,29,84.92,2,25,32.8,0.4,90.72,5,26.2,32.8,0,75.75,4,21.3,34,0,74.25421348,1,24.7,31.8,0,90.72,1,25.4,31,0,84.92,5,25.2,29.1,15.8,90.53,1.46948568,24.61766382,31.98776428,0.191452991,90.72,2,20,34.5,0,72
7/11/2016,3,19,27.5,0,86.15,4,19,9.6,0,80.2629562,3,12.5,31.8,0,91,1,19.5,32.5,0,73.17,2,16.8,28.6,0,75.72,1,16.2,27.7,0,78.22494382,4,19.8,31.2,0,73.17,1,18.5,31,0,72.44,3,23,30.6,0,91,2.52751537,19.47530364,31.53684211,0,73.17,1,13.4,29,0,82
7/12/2016,8,21.5,25,11,89.52847099,6,30.5,22.7,0,81.42908759,0,18.4,31.8,0,66,1,24,33.7,0,84.17,3,22,24.8,75.2,75.69,4,20.8,25.6,16,79.80241573,6,22.7,30.5,0,84.17,1,21.8,31.3,0,84,2,22.1,31.6,2.2,77.28,2,22.4,32.8,0,84.17,1,20,25.5,11.7,86
7/13/2016,5,19,25.4,2.5,90,2,30.8,18.2,0,73.75791971,1,12.4,29.3,0,85,2,20.5,31.3,0,78.83,3,19.8,26.5,0,75.67,1,19.1,25.5,0,78.59376404,2,18.2,30.8,0,78.83,1,17.8,29.6,0,76,2,18,29,0,66.08,0,18.4,31,0,78.83,1,18.9,24.1,0.01,83
7/14/2016,2,23,32.8,0,83.17867473,3,32.1,23,0,90.06080292,0,22,31.8,0,82,1,24,34.4,0,94.93,1,21,31.8,2,75.62,1,24.6,32.4,0,75.77157303,3,23,32.1,0,94.93,1,22.2,30.7,6.9,88.2,2,19.5,31.7,0,82.69,20,23.7,33.3,0,94.93,1,21.5,33.2,0,76
7/15/2016,2,20,27.5,0,84.88,0,30.3,20.9,0,74.03032847,0,14.5,29.4,0,84,1,20,32,0,86.08,3,21,28.6,0,75.61,1,18.4,27.4,0,77.75994382,0,20.9,30.3,0,86.08,1,18.2,28.3,0,54.7,3,19.6,29.4,0,55.79,1,18.9,31,0,86.08,2,16.8,24,0,81
7/16/2016,1,25,29,0,86.27216522,1,31.5,24.2,0,90.01784672,0,23.1,31,2,81,1,23.5,34.9,0,94.35,1,21,31.7,12.2,75.59,1,23.3,31.6,13.2,77.34904494,1,24.2,31.5,0,94.35,1,24.4,33.1,0,80.77,1,23.5,31.5,0,83.46,2,23.7,31.7,0,94.35,1,21.6,33,0,80
7/17/2016,6,22.5,29.6,0,85,1,32.5,23.2,0.9,65.63091241,0,20,32.8,0,80,3,24.5,30.9,0.01,68.34,6,22.5,26.6,0,75.57,1,21.3,30.7,0,76.53926966,1,23.2,32.5,0.9,68.34,3,28.33587444,32.1,0.01,60,2,24.4,34.9,0,61.53,0,24.6,33.6,0,68.34,1,20,27.5,0,78
7/18/2016,7,17,26,4.240390635,94.35,2,29.3,21,0,78.27868613,8,19.2,26.3,0,69,2,19.6,29.7,0.01,85.67,5,18.5,24,0,75.55,12,17.3,21.3,3.6,81.71264045,2,21,29.3,0,85.67,1,22.4,29.9,0,74.05,5,17.7,24.8,0,67.09,1.981706403,20.13783176,29.22345179,0.004786325,85.67,2,15.7,21.3,3.6,91
7/19/2016,1,25,33,0,81,2,32,24.3,0.8,85.90372263,5,28,32,1.3,86,1,25.3,34.2,2.6,88.76,2,25.8,34.6,0,75.52,4,26.2,35.1,0,74.11595506,2,24.3,32,0.8,88.76,2,25.7,33.7,0.01,78,3,25.9,32.8,0.4,81.58,2,24.7,32.7,8.2,88.76,3,26.4,38.5,0,72
7/20/2016,3,25.2,35,0,79,1,32.9,23.6,64.4,89.07383212,3,24,32.4,0,91,2,25.2,32.7,24,93.04,5,27.7,35.4,0,75.47,1,25.4,35.7,0,75.28252809,1,23.6,32.9,64.4,93.04,2,25.5,31,2.4,86,2,25.4,32,0,83.07,0,25.3,33.5,0.4,93.04,2,25.2,35.7,1,75
7/21/2016,10,21.17064983,22.5,26,93,3,29,20.1,0,78.51671533,3,15.5,26,0,86,3,20.6,30,0,79.01,5,18,25.2,0,75.44,0,17.1,21.1,0.4,80.44988764,3,20.1,29,0,79.01,1,19.7,27.8,0,74,3,17.5,27.5,0,77.77,2,18.8,31.3,0,79.01,1,17,25,0.01,88
7/22/2016,3,22,27,4.5,93,2,29.8,20,0,84.07854015,0,23,30.7,0,88,1,22.8,31,0.01,88.9,1,21,31.4,13,75.43,1,20.1,26.2,0.1,79.6461236,2,20,29.8,0,88.9,1,22.3,31.5,51.5,89.47,1,20.5,30.5,0,76.78,1,22.9,31.6,14.2,88.9,1,16,32.5,3.7,86
7/23/2016,2,25.74514049,35.6,0,80,2,38.2,25,0,80.19886861,0,22.6,34.6,0,84,1,26.5,38,0,81.81,1,25,34.8,0,75.38,2,25.1,37.7,0,74.82955056,2,25,38.2,0,81.81,1,24.8,36.2,0.8,68,2,26,34,0,77.76,2,26.1,38.4,0,81.81,1,25.2,38,0.01,74
7/24/2016,5,24,30.4,4,86,5,31,23.2,0,77.50281022,0,18.8,33.5,0,92,4,24,33,0,79.83,7,25,28.4,6,75.36,1,23.1,28.5,6,77.21078652,5,23.2,31,0,79.83,2,24.1,31.8,3.5,77,2,22.5,33.5,0,73.98,2,23.7,33.6,0,79.83,1,21,30,0.6,80
7/25/2016,5,19,27,0,78.91,2,29.8,20.2,0,76.65186131,2,19.6,29.6,0,87,1,20,30.6,0,86.8,5,16.8,22.8,3,75.32,5,17,24.4,2.8,79.58,2,20.2,29.8,0,86.8,1,18.9,30.2,0,70.4,2,19.5,29.8,0,61.29,1.503073924,19.91950817,29.91033138,0,86.8,2,16.4,21.5,0,86
